Pokemon Id,Pokedex Number,Pokemon Name,Game(s) of Origin,Generation,Alternate Form Name,Legendary Status,Legendary Type,Pre-Evolution Pokemon Id,Evolution Details,Level of Evolution,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Male Ratio,Female Ratio,M:F Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
890,555,Darmanitan,Black,5,,False,NA,889.0,Leveling Up,35.0,1.3,92.9,Fire,NA,Sheer Force,NA,Zen Mode,,50.0,50.0,50.0:50.0,50,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,Field,NA,20
891,556,Maractus,Black,5,,False,NA,,NA,,1.0,28.0,Grass,NA,Water Absorb,Chlorophyll,Storm Drain,,50.0,50.0,50.0:50.0,50,75,86,67,106,67,60,461,0,0,0,2,0,0,2,255,Medium Fast,1000000,Grass,NA,20
892,557,Dwebble,Black,5,,False,NA,,NA,,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,,50.0,50.0,50.0:50.0,50,50,65,85,35,35,55,325,0,0,1,0,0,0,1,190,Medium Fast,1000000,Bug,Mineral,20
893,558,Crustle,Black,5,,False,NA,892.0,Leveling Up,34.0,1.4,200.0,Bug,Rock,Sturdy,Shell Armor,Weak Armor,,50.0,50.0,50.0:50.0,50,70,105,125,65,75,45,485,0,0,2,0,0,0,2,75,Medium Fast,1000000,Bug,Mineral,20
894,559,Scraggy,Black,5,,False,NA,,NA,,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,,50.0,50.0,50.0:50.0,35,50,75,70,35,70,48,348,0,1,0,0,0,0,1,180,Medium Fast,1000000,Field,Dragon,15
895,56,Mankey,Red,1,,False,NA,,NA,,0.5,28.0,Fighting,NA,Vital Spirit,Anger Point,Defiant,,50.0,50.0,50.0:50.0,50,40,80,35,35,45,70,305,0,1,0,0,0,0,1,190,Medium Fast,1000000,Field,NA,20
914,560,Scrafty,Black,5,,False,NA,894.0,Leveling Up,39.0,1.1,30.0,Dark,Fighting,Shed Skin,Moxie,Intimidate,,50.0,50.0,50.0:50.0,50,65,90,115,45,115,58,488,0,0,1,0,1,0,2,90,Medium Fast,1000000,Field,Dragon,15
915,561,Sigilyph,Black,5,,False,NA,,NA,,1.4,14.0,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,,50.0,50.0,50.0:50.0,50,72,58,80,103,80,97,490,0,0,0,2,0,0,2,45,Medium Fast,1000000,Flying,NA,20
916,562,Yamask,Black,5,,False,NA,,NA,,0.5,1.5,Ghost,NA,Mummy,NA,NA,,50.0,50.0,50.0:50.0,50,38,30,85,55,65,30,303,0,0,1,0,0,0,1,190,Medium Fast,1000000,Mineral,Amorphous,25
917,563,Cofagrigus,Black,5,,False,NA,916.0,Leveling Up,34.0,1.7,76.5,Ghost,NA,Mummy,NA,NA,,50.0,50.0,50.0:50.0,50,58,50,145,95,105,30,483,0,0,2,0,0,0,2,90,Medium Fast,1000000,Mineral,Amorphous,25
918,564,Tirtouga,Black,5,,False,NA,,NA,,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,,87.5,12.5,87.5:12.5,50,54,78,103,53,45,22,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,Water1,Water3,30
919,565,Carracosta,Black,5,,False,NA,918.0,Leveling Up,37.0,1.2,81.0,Water,Rock,Solid Rock,Sturdy,Swift Swim,,87.5,12.5,87.5:12.5,50,74,108,133,83,65,32,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,Water1,Water3,30
920,566,Archen,Black,5,,False,NA,,NA,,0.5,9.5,Rock,Flying,Defeatist,NA,NA,,87.5,12.5,87.5:12.5,50,55,112,45,74,45,70,401,0,1,0,0,0,0,1,45,Medium Fast,1000000,Flying,Water3,30
921,567,Archeops,Black,5,,False,NA,920.0,Leveling Up,37.0,1.4,32.0,Rock,Flying,Defeatist,NA,NA,,87.5,12.5,87.5:12.5,50,75,140,65,112,65,110,567,0,2,0,0,0,0,2,45,Medium Fast,1000000,Flying,Water3,30
922,568,Trubbish,Black,5,,False,NA,,NA,,0.6,31.0,Poison,NA,Stench,Sticky Hold,Aftermath,,50.0,50.0,50.0:50.0,50,50,50,62,40,62,65,329,0,0,0,0,0,1,1,190,Medium Fast,1000000,Mineral,NA,20
923,569,Garbodor,Black,5,,False,NA,922.0,Leveling Up,36.0,1.9,107.3,Poison,NA,Stench,Weak Armor,Aftermath,,50.0,50.0,50.0:50.0,50,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,Mineral,NA,20
924,57,Primeape,Red,1,,False,NA,895.0,Leveling Up,28.0,1.0,32.0,Fighting,NA,Vital Spirit,Anger Point,Defiant,,50.0,50.0,50.0:50.0,50,65,105,60,60,70,95,455,0,2,0,0,0,0,2,75,Medium Fast,1000000,Field,NA,20
939,570,Zorua,Black,5,,False,NA,,NA,,0.7,12.5,Dark,NA,Illusion,NA,NA,,87.5,12.5,87.5:12.5,50,40,65,40,80,40,65,330,0,0,0,1,0,0,1,75,Medium Slow,1059860,Field,NA,25
940,571,Zoroark,Black,5,,False,NA,939.0,Leveling Up,30.0,1.6,81.1,Dark,NA,Illusion,NA,NA,,87.5,12.5,87.5:12.5,50,60,105,60,120,60,105,510,0,0,0,2,0,0,2,45,Medium Slow,1059860,Field,NA,20
941,572,Minccino,Black,5,,False,NA,,NA,,0.4,5.8,Normal,NA,Cute Charm,Technician,Skill Link,,25.0,75.0,25.0:75.0,50,55,50,40,40,40,75,300,0,0,0,0,0,1,1,255,Fast,800000,Field,NA,15
942,573,Cinccino,Black,5,,False,NA,941.0,Evolution stone,,0.5,7.5,Normal,NA,Cute Charm,Technician,Skill Link,,25.0,75.0,25.0:75.0,50,75,95,60,65,60,115,470,0,0,0,0,0,2,2,60,Fast,800000,Field,NA,15
943,574,Gothita,Black,5,,False,NA,,NA,,0.4,5.8,Psychic,NA,Frisk,Competitive,Shadow Tag,,25.0,75.0,25.0:75.0,50,45,30,50,55,65,45,290,0,0,0,0,1,0,1,200,Medium Slow,1059860,Human Like,NA,20
944,575,Gothorita,Black,5,,False,NA,943.0,Leveling Up,32.0,0.7,18.0,Psychic,NA,Frisk,Competitive,Shadow Tag,,25.0,75.0,25.0:75.0,50,60,45,70,75,85,55,390,0,0,0,0,2,0,2,100,Medium Slow,1059860,Human Like,NA,20
945,576,Gothitelle,Black,5,,False,NA,944.0,Leveling Up,41.0,1.5,44.0,Psychic,NA,Frisk,Competitive,Shadow Tag,,25.0,75.0,25.0:75.0,50,70,55,95,95,110,65,490,0,0,0,0,3,0,3,50,Medium Slow,1059860,Human Like,NA,20
946,577,Solosis,Black,5,,False,NA,,NA,,0.3,1.0,Psychic,NA,Overcoat,Magic Guard,Regenerator,,50.0,50.0,50.0:50.0,50,45,30,40,105,50,20,290,0,0,0,1,0,0,1,200,Medium Slow,1059860,Amorphous,NA,20
947,578,Duosion,Black,5,,False,NA,946.0,Leveling Up,32.0,0.6,8.0,Psychic,NA,Overcoat,Magic Guard,Regenerator,,50.0,50.0,50.0:50.0,50,65,40,50,125,60,30,370,0,0,0,2,0,0,2,100,Medium Slow,1059860,Amorphous,NA,20
948,579,Reuniclus,Black,5,,False,NA,947.0,Leveling Up,41.0,1.0,20.1,Psychic,NA,Overcoat,Magic Guard,Regenerator,,50.0,50.0,50.0:50.0,50,110,65,75,125,85,30,490,0,0,0,3,0,0,3,50,Medium Slow,1059860,Amorphous,NA,20
949,58,Growlithe,Red,1,,False,NA,,NA,,0.7,19.0,Fire,NA,Intimidate,Flash Fire,Justified,,75.0,25.0,75.0:25.0,50,55,70,45,70,50,60,350,0,1,0,0,0,0,1,190,Slow,1250000,Field,NA,20
950,580,Ducklett,Black,5,,False,NA,,NA,,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,,50.0,50.0,50.0:50.0,70,62,44,50,44,50,55,305,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water1,Flying,20
951,581,Swanna,Black,5,,False,NA,950.0,Leveling Up,35.0,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,,50.0,50.0,50.0:50.0,70,75,87,63,87,63,98,473,0,0,0,0,0,2,2,45,Medium Fast,1000000,Water1,Flying,20
952,582,Vanillite,Black,5,,False,NA,,NA,,0.4,5.7,Ice,NA,Ice Body,Snow Cloak,Weak Armor,,50.0,50.0,50.0:50.0,50,36,50,50,65,60,44,305,0,0,0,1,0,0,1,255,Slow,1250000,Mineral,NA,20
953,583,Vanillish,Black,5,,False,NA,952.0,Leveling Up,35.0,1.1,41.0,Ice,NA,Ice Body,Snow Cloak,Weak Armor,,50.0,50.0,50.0:50.0,50,51,65,65,80,75,59,395,0,0,0,2,0,0,2,120,Slow,1250000,Mineral,NA,20
954,584,Vanilluxe,Black,5,,False,NA,953.0,Leveling Up,47.0,1.3,57.5,Ice,NA,Ice Body,Snow Warning,Weak Armor,,50.0,50.0,50.0:50.0,50,71,95,85,110,95,79,535,0,0,0,3,0,0,3,45,Slow,1250000,Mineral,NA,20
955,585,Deerling,Black,5,,False,NA,,NA,,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
956,586,Sawsbuck,Black,5,,False,NA,955.0,Leveling Up,34.0,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,50.0,50.0,50.0:50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,Field,NA,20
957,587,Emolga,Black,5,,False,NA,,NA,,0.4,5.0,Electric,Flying,Static,NA,Motor Drive,,50.0,50.0,50.0:50.0,50,55,75,60,75,60,103,428,0,0,0,0,0,2,2,200,Medium Fast,1000000,Field,NA,20
958,588,Karrablast,Black,5,,False,NA,,NA,,0.5,5.9,Bug,NA,Swarm,Shed Skin,No Guard,,50.0,50.0,50.0:50.0,50,50,75,45,40,45,60,315,0,1,0,0,0,0,1,200,Medium Fast,1000000,Bug,NA,15
959,589,Escavalier,Black,5,,False,NA,958.0,NA,,1.0,33.0,Bug,Steel,Swarm,Shell Armor,Overcoat,,50.0,50.0,50.0:50.0,50,70,135,105,60,105,20,495,0,2,0,0,0,0,2,75,Medium Fast,1000000,Bug,NA,15
960,59,Arcanine,Red,1,,False,NA,949.0,Evolution stone,,1.9,155.0,Fire,NA,Intimidate,Flash Fire,Justified,,75.0,25.0,75.0:25.0,50,90,110,80,100,80,95,555,0,2,0,0,0,0,2,75,Slow,1250000,Field,NA,20
961,590,Foongus,Black,5,,False,NA,,NA,,0.2,1.0,Grass,Poison,Effect Spore,NA,Regenerator,,50.0,50.0,50.0:50.0,50,69,55,45,55,55,15,294,1,0,0,0,0,0,1,190,Medium Fast,1000000,Grass,NA,20
962,591,Amoonguss,Black,5,,False,NA,961.0,Leveling Up,39.0,0.6,10.5,Grass,Poison,Effect Spore,NA,Regenerator,,50.0,50.0,50.0:50.0,50,114,85,70,85,80,30,464,2,0,0,0,0,0,2,75,Medium Fast,1000000,Grass,NA,20
963,592,Frillish,Black,5,,False,NA,,NA,,1.2,33.0,Water,Ghost,Water Absorb,Cursed Body,Damp,,50.0,50.0,50.0:50.0,50,55,40,50,65,85,40,335,0,0,0,0,1,0,1,190,Medium Fast,1000000,Amorphous,NA,20
964,593,Jellicent,Black,5,,False,NA,963.0,Leveling Up,40.0,2.2,135.0,Water,Ghost,Water Absorb,Cursed Body,Damp,,50.0,50.0,50.0:50.0,50,100,60,70,85,105,60,480,0,0,0,0,2,0,2,60,Medium Fast,1000000,Amorphous,NA,20
965,594,Alomomola,Black,5,,False,NA,,NA,,1.2,31.6,Water,NA,Healer,Hydration,Regenerator,,50.0,50.0,50.0:50.0,50,165,75,80,40,45,65,470,2,0,0,0,0,0,2,75,Fast,800000,Water1,Water2,40
966,595,Joltik,Black,5,,False,NA,,NA,,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,,50.0,50.0,50.0:50.0,50,50,47,50,57,50,65,319,0,0,0,0,0,1,1,190,Medium Fast,1000000,Bug,NA,20
967,596,Galvantula,Black,5,,False,NA,966.0,Leveling Up,36.0,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,,50.0,50.0,50.0:50.0,50,70,77,60,97,60,108,472,0,0,0,0,0,2,2,75,Medium Fast,1000000,Bug,NA,20
968,597,Ferroseed,Black,5,,False,NA,,NA,,0.6,18.8,Grass,Steel,Iron Barbs,NA,NA,,50.0,50.0,50.0:50.0,50,44,50,91,24,86,10,305,0,0,1,0,0,0,1,255,Medium Fast,1000000,Grass,Mineral,20
969,598,Ferrothorn,Black,5,,False,NA,968.0,Leveling Up,40.0,1.0,110.0,Grass,Steel,Iron Barbs,NA,Anticipation,,50.0,50.0,50.0:50.0,50,74,94,131,54,116,20,489,0,0,2,0,0,0,2,90,Medium Fast,1000000,Grass,Mineral,20
970,599,Klink,Black,5,,False,NA,,NA,,0.3,21.0,Steel,NA,Plus,Minus,Clear Body,,0.0,0.0,0.0:0.0,50,40,55,70,45,60,30,300,0,0,1,0,0,0,1,130,Medium Slow,1059860,Mineral,NA,20
971,60,Poliwag,Red,1,,False,NA,,NA,,0.6,12.4,Water,NA,Water Absorb,Damp,Swift Swim,,50.0,50.0,50.0:50.0,50,40,50,40,40,40,90,300,0,0,0,0,0,1,1,255,Medium Slow,1059860,Water1,NA,20
972,600,Klang,Black,5,,False,NA,970.0,Leveling Up,38.0,0.6,51.0,Steel,NA,Plus,Minus,Clear Body,,0.0,0.0,0.0:0.0,50,60,80,95,70,85,50,440,0,0,2,0,0,0,2,60,Medium Slow,1059860,Mineral,NA,20
973,601,Klinklang,Black,5,,False,NA,972.0,Leveling Up,49.0,0.6,81.0,Steel,NA,Plus,Minus,Clear Body,,0.0,0.0,0.0:0.0,50,60,100,115,70,85,90,520,0,0,3,0,0,0,3,30,Medium Slow,1059860,Mineral,NA,20
974,602,Tynamo,Black,5,,False,NA,,NA,,0.2,0.3,Electric,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,35,55,40,45,40,60,275,0,0,0,0,0,1,1,190,Slow,1250000,Amorphous,NA,20
975,603,Eelektrik,Black,5,,False,NA,974.0,Leveling Up,39.0,1.2,22.0,Electric,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,65,85,70,75,70,40,405,0,2,0,0,0,0,2,60,Slow,1250000,Amorphous,NA,20
976,604,Eelektross,Black,5,,False,NA,975.0,Evolution stone,,2.1,80.5,Electric,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,85,115,80,105,80,50,515,0,3,0,0,0,0,3,30,Slow,1250000,Amorphous,NA,20
977,605,Elgyem,Black,5,,False,NA,,NA,,0.5,9.0,Psychic,NA,Telepathy,Synchronize,Analytic,,50.0,50.0,50.0:50.0,50,55,55,55,85,55,30,335,0,0,0,1,0,0,1,255,Medium Fast,1000000,Human Like,NA,20
978,606,Beheeyem,Black,5,,False,NA,977.0,Leveling Up,42.0,1.0,34.5,Psychic,NA,Telepathy,Synchronize,Analytic,,50.0,50.0,50.0:50.0,50,75,75,75,125,95,40,485,0,0,0,2,0,0,2,90,Medium Fast,1000000,Human Like,NA,20
979,607,Litwick,Black,5,,False,NA,,NA,,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,50.0,50.0,50.0:50.0,50,50,30,55,65,55,20,275,0,0,0,1,0,0,1,190,Medium Slow,1059860,Amorphous,NA,20
980,608,Lampent,Black,5,,False,NA,979.0,Leveling Up,41.0,0.6,13.0,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,50.0,50.0,50.0:50.0,50,60,40,60,95,60,55,370,0,0,0,2,0,0,2,90,Medium Slow,1059860,Amorphous,NA,20
981,609,Chandelure,Black,5,,False,NA,980.0,Evolution stone,,1.0,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,50.0,50.0,50.0:50.0,50,60,55,90,145,90,80,520,0,0,0,3,0,0,3,45,Medium Slow,1059860,Amorphous,NA,20
982,61,Poliwhirl,Red,1,,False,NA,971.0,Leveling Up,25.0,1.0,20.0,Water,NA,Water Absorb,Damp,Swift Swim,,50.0,50.0,50.0:50.0,50,65,65,65,50,50,90,385,0,0,0,0,0,2,2,120,Medium Slow,1059860,Water1,NA,20
983,610,Axew,Black,5,,False,NA,,NA,,0.6,18.0,Dragon,NA,Rivalry,Mold Breaker,Unnerve,,50.0,50.0,50.0:50.0,35,46,87,60,30,40,57,320,0,1,0,0,0,0,1,75,Slow,1250000,Monster,Dragon,40
984,611,Fraxure,Black,5,,False,NA,983.0,Leveling Up,38.0,1.0,36.0,Dragon,NA,Rivalry,Mold Breaker,Unnerve,,50.0,50.0,50.0:50.0,35,66,117,70,40,50,67,410,0,2,0,0,0,0,2,60,Slow,1250000,Monster,Dragon,40
985,612,Haxorus,Black,5,,False,NA,984.0,Leveling Up,48.0,1.8,105.5,Dragon,NA,Rivalry,Mold Breaker,Unnerve,,50.0,50.0,50.0:50.0,35,76,147,90,60,70,97,540,0,3,0,0,0,0,3,45,Slow,1250000,Monster,Dragon,40
986,613,Cubchoo,Black,5,,False,NA,,NA,,0.5,8.5,Ice,NA,Snow Cloak,Slush Rush,Rattled,,50.0,50.0,50.0:50.0,50,55,70,40,60,40,40,305,0,1,0,0,0,0,1,120,Medium Fast,1000000,Field,NA,20
987,614,Beartic,Black,5,,False,NA,986.0,Leveling Up,37.0,2.6,260.0,Ice,NA,Snow Cloak,Slush Rush,Swift Swim,,50.0,50.0,50.0:50.0,50,95,130,80,70,80,50,505,0,2,0,0,0,0,2,60,Medium Fast,1000000,Field,NA,20
988,615,Cryogonal,Black,5,,False,NA,,NA,,1.1,148.0,Ice,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,80,50,50,95,135,105,515,0,0,0,0,2,0,2,25,Medium Fast,1000000,Mineral,NA,25
989,616,Shelmet,Black,5,,False,NA,,NA,,0.4,7.7,Bug,NA,Hydration,Shell Armor,Overcoat,,50.0,50.0,50.0:50.0,50,50,40,85,40,65,25,305,0,0,1,0,0,0,1,200,Medium Fast,1000000,Bug,NA,15
990,617,Accelgor,Black,5,,False,NA,989.0,NA,,0.8,25.3,Bug,NA,Hydration,Sticky Hold,Unburden,,50.0,50.0,50.0:50.0,50,80,70,40,100,60,145,495,0,0,0,0,0,2,2,75,Medium Fast,1000000,Bug,NA,15
991,618,Stunfisk,Black,5,,False,NA,,NA,,0.7,11.0,Ground,Electric,Static,Limber,Sand Veil,,50.0,50.0,50.0:50.0,70,109,66,84,81,99,32,471,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water1,Amorphous,20
992,619,Mienfoo,Black,5,,False,NA,,NA,,0.9,20.0,Fighting,NA,Inner Focus,Regenerator,Reckless,,50.0,50.0,50.0:50.0,50,45,85,50,55,50,65,350,0,1,0,0,0,0,1,180,Medium Slow,1059860,Field,Human Like,25
993,62,Poliwrath,Red,1,,False,NA,982.0,Evolution stone,,1.3,54.0,Water,Fighting,Water Absorb,Damp,Swift Swim,,50.0,50.0,50.0:50.0,50,90,95,95,70,90,70,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,Water1,NA,20
994,620,Mienshao,Black,5,,False,NA,992.0,Leveling Up,50.0,1.4,35.5,Fighting,NA,Inner Focus,Regenerator,Reckless,,50.0,50.0,50.0:50.0,50,65,125,60,95,60,105,510,0,2,0,0,0,0,2,45,Medium Slow,1059860,Field,Human Like,25
995,621,Druddigon,Black,5,,False,NA,,NA,,1.6,139.0,Dragon,NA,Rough Skin,Sheer Force,Mold Breaker,,50.0,50.0,50.0:50.0,50,77,120,90,60,90,48,485,0,2,0,0,0,0,2,45,Medium Fast,1000000,Dragon,Monster,30
996,622,Golett,Black,5,,False,NA,,NA,,1.0,92.0,Ground,Ghost,Iron Fist,Klutz,No Guard,,0.0,0.0,0.0:0.0,50,59,74,50,35,50,35,303,0,1,0,0,0,0,1,190,Medium Fast,1000000,Mineral,NA,25
997,623,Golurk,Black,5,,False,NA,996.0,Leveling Up,43.0,2.8,330.0,Ground,Ghost,Iron Fist,Klutz,No Guard,,0.0,0.0,0.0:0.0,50,89,124,80,55,80,55,483,0,2,0,0,0,0,2,90,Medium Fast,1000000,Mineral,NA,25
998,624,Pawniard,Black,5,,False,NA,,NA,,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,,50.0,50.0,50.0:50.0,35,45,85,70,40,40,60,340,0,1,0,0,0,0,1,120,Medium Fast,1000000,Human Like,NA,20
999,625,Bisharp,Black,5,,False,NA,998.0,Leveling Up,52.0,1.6,70.0,Dark,Steel,Defiant,Inner Focus,Pressure,,50.0,50.0,50.0:50.0,35,65,125,100,60,70,70,490,0,2,0,0,0,0,2,45,Medium Fast,1000000,Human Like,NA,20
1000,626,Bouffalant,Black,5,,False,NA,,NA,,1.6,94.5,Normal,NA,Reckless,Sap Sipper,Soundproof,,50.0,50.0,50.0:50.0,50,95,110,95,40,95,55,490,0,2,0,0,0,0,2,45,Medium Fast,1000000,Field,NA,20
1001,627,Rufflet,Black,5,,False,NA,,NA,,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,,100.0,0.0,100.0:0.0,50,70,83,50,37,50,60,350,0,1,0,0,0,0,1,190,Slow,1250000,Flying,NA,20
1002,628,Braviary,Black,5,,False,NA,1001.0,Leveling Up,54.0,1.5,41.0,Normal,Flying,Keen Eye,Sheer Force,Defiant,,100.0,0.0,100.0:0.0,50,100,123,75,57,75,80,510,0,2,0,0,0,0,2,60,Slow,1250000,Flying,NA,20
1003,629,Vullaby,Black,5,,False,NA,,NA,,0.5,9.0,Dark,Flying,Big Pecks,Overcoat,Weak Armor,,0.0,100.0,0.0:100.0,35,70,55,75,45,65,60,370,0,0,1,0,0,0,1,190,Slow,1250000,Flying,NA,20
1004,63,Abra,Red,1,,False,NA,,NA,,0.9,19.5,Psychic,NA,Synchronize,Inner Focus,Magic Guard,,75.0,25.0,75.0:25.0,50,25,20,15,105,55,90,310,0,0,0,1,0,0,1,200,Medium Slow,1059860,Human Like,NA,20
1005,630,Mandibuzz,Black,5,,False,NA,1003.0,Leveling Up,54.0,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,,0.0,100.0,0.0:100.0,35,110,65,105,55,95,80,510,0,0,0,2,0,0,2,60,Slow,1250000,Flying,NA,20
1006,631,Heatmor,Black,5,,False,NA,,NA,,1.4,58.0,Fire,NA,Gluttony,Flash Fire,White Smoke,,50.0,50.0,50.0:50.0,50,85,97,66,105,66,65,484,0,0,0,2,0,0,2,90,Medium Fast,1000000,Field,NA,20
1007,632,Durant,Black,5,,False,NA,,NA,,0.3,33.0,Bug,Steel,Swarm,Hustle,Truant,,50.0,50.0,50.0:50.0,50,58,109,112,48,48,109,484,0,0,2,0,0,0,2,90,Medium Fast,1000000,Bug,NA,20
1008,633,Deino,Black,5,,False,NA,,NA,,0.8,17.3,Dark,Dragon,Hustle,NA,NA,,50.0,50.0,50.0:50.0,35,52,65,50,45,50,38,300,0,1,0,0,0,0,1,45,Slow,1250000,Dragon,NA,40
1009,634,Zweilous,Black,5,,False,NA,1008.0,Leveling Up,50.0,1.4,50.0,Dark,Dragon,Hustle,NA,NA,,50.0,50.0,50.0:50.0,35,72,85,70,65,70,58,420,0,2,0,0,0,0,2,45,Slow,1250000,Dragon,NA,40
1010,635,Hydreigon,Black,5,,False,NA,1009.0,Leveling Up,64.0,1.8,160.0,Dark,Dragon,Levitate,NA,NA,,50.0,50.0,50.0:50.0,35,92,105,90,125,90,98,600,0,0,0,3,0,0,3,45,Slow,1250000,Dragon,NA,40
1011,636,Larvesta,Black,5,,False,NA,,NA,,1.1,28.8,Bug,Fire,Flame Body,NA,Swarm,,50.0,50.0,50.0:50.0,50,55,85,55,50,55,60,360,0,1,0,0,0,0,1,45,Slow,1250000,Bug,NA,40
1012,637,Volcarona,Black,5,,False,NA,1011.0,Leveling Up,59.0,1.6,46.0,Bug,Fire,Flame Body,NA,Swarm,,50.0,50.0,50.0:50.0,50,85,60,65,135,105,100,550,0,0,0,3,0,0,3,15,Slow,1250000,Bug,NA,40
1013,638,Cobalion,Black,5,,True,Sub Legendary,,NA,,2.1,250.0,Steel,Fighting,Justified,NA,NA,,0.0,0.0,0.0:0.0,35,91,90,129,90,72,108,580,0,0,3,0,0,0,3,3,Slow,1250000,No Eggs,NA,80
1014,639,Terrakion,Black,5,,True,Sub Legendary,,NA,,1.9,260.0,Rock,Fighting,Justified,NA,NA,,0.0,0.0,0.0:0.0,35,91,129,90,72,90,108,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,80
1015,64,Kadabra,Red,1,,False,NA,1004.0,Leveling Up,16.0,1.3,56.5,Psychic,NA,Synchronize,Inner Focus,Magic Guard,,75.0,25.0,75.0:25.0,50,40,35,30,120,70,105,400,0,0,0,2,0,0,2,100,Medium Slow,1059860,Human Like,NA,20
1016,640,Virizion,Black,5,,True,Sub Legendary,,NA,,2.0,200.0,Grass,Fighting,Justified,NA,NA,,0.0,0.0,0.0:0.0,35,91,90,72,90,129,108,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,80
1017,641,Tornadus,Black,5,,True,Sub Legendary,,NA,,1.5,63.0,Flying,NA,Prankster,NA,Defiant,,100.0,0.0,100.0:0.0,90,79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1018,642,Thundurus,Black,5,,True,Sub Legendary,,NA,,1.5,61.0,Electric,Flying,Prankster,NA,Defiant,,100.0,0.0,100.0:0.0,90,79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1019,643,Reshiram,Black,5,,True,Legendary,,NA,,3.2,330.0,Dragon,Fire,Turboblaze,NA,NA,,0.0,0.0,0.0:0.0,0,100,120,100,150,120,90,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
1020,644,Zekrom,Black,5,,True,Legendary,,NA,,2.9,345.0,Dragon,Electric,Teravolt,NA,NA,,0.0,0.0,0.0:0.0,0,100,150,120,120,100,90,680,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
1021,645,Landorus,Black,5,,True,Sub Legendary,,NA,,1.5,68.0,Ground,Flying,Sand Force,NA,Sheer Force,,100.0,0.0,100.0:0.0,90,89,125,90,115,80,101,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
1022,646,Kyurem,Black,5,,True,Legendary,,NA,,3.0,325.0,Dragon,Ice,Pressure,NA,NA,,0.0,0.0,0.0:0.0,0,125,130,90,130,90,95,660,1,1,0,1,0,0,3,3,Slow,1250000,No Eggs,NA,120
1023,647,Keldeo,Black,5,,True,Mythical,,NA,,1.4,48.5,Water,Fighting,Justified,NA,NA,,0.0,0.0,0.0:0.0,35,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,80
1024,648,Meloetta,Black,5,,True,Mythical,,NA,,0.6,6.5,Normal,Psychic,Serene Grace,NA,NA,,0.0,0.0,0.0:0.0,100,100,77,77,128,128,90,600,0,0,0,1,1,1,3,3,Slow,1250000,No Eggs,NA,120
